PO Number,Line Number,Product Primary Key,Item Name,Category,Subcategory,Unit of Measure,Quantity Ordered,Unit Price,Extended Price,Discount Amount,Net Purchase Amount
PO-00192,6,NAB-006,Sparkling Water 12oz,Non-Alcoholic Beverage,Bottled Water,case of 24,4,17.45,69.8,0.0,69.8
PO-00192,7,DRY-022,"Oregano, Dried",Dry Goods & Spices,Spice,1 lb bag,10,13.47,134.7,0.0,134.7
PO-00192,8,SUP-014,Glass Cleaner,Supplies,Cleaning,1 gal jug,10,15.04,150.4,0.0,150.4
PO-00193,1,PRD-025,"Bacon, Sliced",Produce & Meat,Meat,15 lb case,4,67.0,268.0,0.0,268.0
PO-00193,2,SUP-014,Glass Cleaner,Supplies,Cleaning,1 gal jug,1,16.25,16.25,0.0,16.25
PO-00193,3,DRY-028,Seasoned Bread Crumbs,Dry Goods & Spices,Breading,25 lb case,8,30.68,245.44,0.0,245.44
PO-00193,4,DRY-019,Garlic Powder,Dry Goods & Spices,Spice,1 lb bag,10,8.34,83.4,0.0,83.4
PO-00193,5,FRZ-011,Chocolate Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,6,27.59,165.54,0.0,165.54
PO-00193,6,LIQ-021,Crushed Tomatoes,Liquids/Pastes/Sauces,Canned Tomato,#10 can,5,10.92,54.6,0.0,54.6
PO-00193,7,PRD-011,"Potatoes, Russet",Produce & Meat,Produce,50 lb bag,6,33.55,201.3,0.0,201.3
PO-00194,1,LIQ-024,"Chicken Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,10,15.53,155.3,0.0,155.3
PO-00194,2,NAB-015,Black Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,7,15.03,105.21,0.0,105.21
PO-00194,3,SUP-005,"Napkins, Dinner",Supplies,Disposable,case of 3000,4,32.34,129.36,0.0,129.36
PO-00194,4,ALC-026,"Stout, Bottled",Alcoholic Beverage,Beer,case of 24,4,43.84,175.36,0.0,175.36
PO-00194,5,SUP-013,Bleach,Supplies,Cleaning,1 gal jug,6,8.07,48.42,0.0,48.42
PO-00194,6,NAB-009,Pineapple Juice,Non-Alcoholic Beverage,Juice,46 oz can,3,4.25,12.75,0.31,12.44
PO-00194,7,ALC-010,Prosecco,Alcoholic Beverage,Wine,case of 12,8,107.58,860.64,0.0,860.64
PO-00195,1,DRY-023,"Cinnamon, Ground",Dry Goods & Spices,Spice,1 lb bag,7,9.6,67.2,0.0,67.2
PO-00195,2,PRD-010,Lemons,Produce & Meat,Produce,case of 165,10,37.92,379.2,18.92,360.28
PO-00195,3,ALC-017,"Bourbon, Well",Alcoholic Beverage,Spirits,1.75L bottle,9,30.68,276.12,0.0,276.12
PO-00195,4,FRZ-006,Tater Tots,Frozen/Refrigerated Goods,Frozen Potato,30 lb case,10,32.28,322.8,0.0,322.8
PO-00195,5,LIQ-024,"Chicken Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,10,16.39,163.9,0.0,163.9
PO-00195,6,SUP-024,Container Lids,Supplies,Storage,case of 100,10,24.47,244.7,0.0,244.7
PO-00195,7,PRD-003,"Tomatoes, Roma",Produce & Meat,Produce,25 lb case,3,37.32,111.96,0.0,111.96
PO-00196,1,PRD-019,"Basil, Fresh",Produce & Meat,Produce,case of 12 bunches,10,23.94,239.4,0.0,239.4
PO-00196,2,SUP-018,Parchment Paper Sheets,Supplies,Paper Goods,box of 1000,6,38.57,231.42,0.0,231.42
PO-00196,3,PRD-026,NY Strip Steak,Produce & Meat,Meat,case,8,14.48,115.84,0.0,115.84
PO-00196,4,SUP-019,Plastic Wrap Roll,Supplies,Wrap/Film,roll,6,19.88,119.28,0.0,119.28
PO-00196,5,NAB-006,Sparkling Water 12oz,Non-Alcoholic Beverage,Bottled Water,case of 24,5,18.17,90.85,0.0,90.85
PO-00196,6,SUP-029,Aluminum Steam Table Pans,Supplies,Small Wares,case of 50,10,53.3,533.0,0.0,533.0
PO-00197,1,PRD-011,"Potatoes, Russet",Produce & Meat,Produce,50 lb bag,1,32.91,32.91,0.0,32.91
PO-00197,2,DRY-017,"Cumin, Ground",Dry Goods & Spices,Spice,1 lb bag,9,12.64,113.76,7.62,106.14
PO-00197,3,SUP-001,"To-Go Containers, 32oz",Supplies,To-Go,case of 150,10,35.51,355.1,0.0,355.1
PO-00198,1,ALC-006,"Cabernet Sauvignon, House Red",Alcoholic Beverage,Wine,case of 12,9,79.51,715.59,0.0,715.59
PO-00198,2,LIQ-028,Alfredo Sauce,Liquids/Pastes/Sauces,Sauce,4 lb tub,2,17.52,35.04,0.0,35.04
PO-00198,3,FRZ-005,"French Fries, Straight Cut",Frozen/Refrigerated Goods,Frozen Potato,30 lb case,3,33.79,101.37,0.0,101.37
PO-00198,4,DRY-025,Baking Soda,Dry Goods & Spices,Baking,12 lb box,7,10.67,74.69,0.0,74.69
PO-00198,5,ALC-010,Prosecco,Alcoholic Beverage,Wine,case of 12,8,110.1,880.8,0.0,880.8
PO-00198,6,DRY-006,Quinoa,Dry Goods & Spices,Grain,10 lb bag,10,28.54,285.4,0.0,285.4
PO-00198,7,ALC-027,Non-Alcoholic Beer,Alcoholic Beverage,Beer,case of 24,5,34.65,173.25,0.0,173.25
PO-00198,8,FRZ-009,Pizza Dough Balls,Frozen/Refrigerated Goods,Frozen Bread,case of 40,3,38.07,114.21,0.0,114.21
PO-00199,1,SUP-026,Hand Soap,Supplies,Chemical,1 gal jug,9,15.94,143.46,0.0,143.46
PO-00199,2,LIQ-018,Garlic Paste,Liquids/Pastes/Sauces,Paste,4 lb tub,9,15.13,136.17,0.0,136.17
PO-00199,3,NAB-013,"Drip Coffee, Medium Roast",Non-Alcoholic Beverage,Coffee,2 lb bag,7,17.52,122.64,0.0,122.64
PO-00199,4,FRZ-021,Sour Cream,Frozen/Refrigerated Goods,Dairy,5 lb tub,5,15.55,77.75,0.0,77.75
PO-00199,5,LIQ-020,"Curry Paste, Red",Liquids/Pastes/Sauces,Paste,14 oz can,2,6.11,12.22,0.0,12.22
PO-00199,6,LIQ-015,Caesar Dressing,Liquids/Pastes/Sauces,Sauce,1 gal jug,8,19.34,154.72,0.0,154.72
PO-00199,7,PRD-029,"Salmon Fillet, Fresh",Produce & Meat,Seafood,case,10,13.67,136.7,0.0,136.7
PO-00200,1,NAB-020,Whole Milk,Non-Alcoholic Beverage,Milk/Dairy Bev,half gallon,5,2.63,13.15,0.0,13.15
PO-00200,2,FRZ-008,"Dinner Rolls, Par-Baked",Frozen/Refrigerated Goods,Frozen Bread,case of 200,10,37.46,374.6,28.59,346.01
PO-00200,3,SUP-027,Hand Sanitizer,Supplies,Chemical,1 gal jug,4,20.49,81.96,0.0,81.96
PO-00200,4,PRD-002,Iceberg Lettuce,Produce & Meat,Produce,case of 24 heads,2,27.7,55.4,3.12,52.28
PO-00200,5,DRY-025,Baking Soda,Dry Goods & Spices,Baking,12 lb box,10,10.28,102.8,0.0,102.8
PO-00200,6,ALC-030,"Vermouth, Dry",Alcoholic Beverage,Liqueur,1L bottle,2,12.04,24.08,0.0,24.08
PO-00201,1,SUP-014,Glass Cleaner,Supplies,Cleaning,1 gal jug,1,15.29,15.29,0.0,15.29
PO-00201,2,PRD-026,NY Strip Steak,Produce & Meat,Meat,case,1,14.98,14.98,0.0,14.98
PO-00201,3,FRZ-018,Cream Cheese,Frozen/Refrigerated Goods,Dairy,3 lb block,3,12.59,37.77,0.0,37.77
PO-00201,4,DRY-019,Garlic Powder,Dry Goods & Spices,Spice,1 lb bag,4,8.42,33.68,0.0,33.68
PO-00201,5,ALC-001,Domestic Draft Lager Keg,Alcoholic Beverage,Beer,1/2 barrel keg,8,110.2,881.6,46.23,835.37
PO-00201,6,NAB-006,Sparkling Water 12oz,Non-Alcoholic Beverage,Bottled Water,case of 24,10,17.25,172.5,0.0,172.5
PO-00202,1,SUP-017,Butcher Paper Roll,Supplies,Paper Goods,roll,1,31.24,31.24,0.0,31.24
PO-00202,2,FRZ-011,Chocolate Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,5,28.9,144.5,0.0,144.5
PO-00202,3,DRY-004,"White Rice, Long Grain",Dry Goods & Spices,Grain,50 lb bag,7,34.88,244.16,0.0,244.16
PO-00203,1,FRZ-013,Frozen Mixed Berries,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,6,35.55,213.3,10.15,203.15
PO-00203,2,LIQ-025,"Beef Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,4,17.09,68.36,0.0,68.36
PO-00203,3,ALC-003,"Mexican Lager, Bottled",Alcoholic Beverage,Beer,case of 24,7,38.13,266.91,0.0,266.91
PO-00203,4,LIQ-006,Balsamic Vinegar,Liquids/Pastes/Sauces,Vinegar,1 gal jug,7,25.0,175.0,0.0,175.0
PO-00203,5,PRD-012,Carrots,Produce & Meat,Produce,25 lb bag,6,24.96,149.76,0.0,149.76
PO-00203,6,NAB-022,"Almond Milk, Unsweetened",Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,8,4.43,35.44,0.0,35.44
PO-00203,7,ALC-024,Coffee Liqueur,Alcoholic Beverage,Liqueur,750ml bottle,4,24.78,99.12,7.91,91.21
PO-00203,8,DRY-024,Baking Powder,Dry Goods & Spices,Baking,10 lb can,7,18.76,131.32,6.89,124.43
PO-00204,1,NAB-015,Black Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,9,15.78,142.02,0.0,142.02
PO-00204,2,DRY-027,Panko Bread Crumbs,Dry Goods & Spices,Breading,25 lb case,9,34.39,309.51,16.95,292.56
PO-00204,3,FRZ-003,Frozen Broccoli Florets,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,1,30.93,30.93,0.0,30.93
PO-00204,4,ALC-001,Domestic Draft Lager Keg,Alcoholic Beverage,Beer,1/2 barrel keg,1,113.73,113.73,0.0,113.73
PO-00204,5,ALC-029,Mezcal,Alcoholic Beverage,Spirits,750ml bottle,1,43.5,43.5,0.0,43.5
PO-00205,1,ALC-001,Domestic Draft Lager Keg,Alcoholic Beverage,Beer,1/2 barrel keg,4,117.27,469.08,15.08,454.0
PO-00205,2,LIQ-026,"Vegetable Stock, Liquid",Liquids/Pastes/Sauces,Stock/Broth,1 gal jug,7,16.49,115.43,0.0,115.43
PO-00205,3,NAB-006,Sparkling Water 12oz,Non-Alcoholic Beverage,Bottled Water,case of 24,10,18.2,182.0,0.0,182.0
PO-00205,4,NAB-022,"Almond Milk, Unsweetened",Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,4,4.19,16.76,0.0,16.76
PO-00205,5,SUP-014,Glass Cleaner,Supplies,Cleaning,1 gal jug,6,15.79,94.74,3.45,91.29
PO-00205,6,LIQ-010,Worcestershire Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,3,18.03,54.09,0.0,54.09
PO-00205,7,PRD-004,"Onions, Yellow",Produce & Meat,Produce,50 lb bag,8,24.57,196.56,0.0,196.56
PO-00206,1,ALC-013,"Vodka, Premium",Alcoholic Beverage,Spirits,1L bottle,5,33.58,167.9,0.0,167.9
PO-00206,2,NAB-008,Cranberry Juice Cocktail,Non-Alcoholic Beverage,Juice,gallon,8,9.39,75.12,0.0,75.12
PO-00206,3,SUP-029,Aluminum Steam Table Pans,Supplies,Small Wares,case of 50,5,54.26,271.3,0.0,271.3
PO-00206,4,SUP-030,"Menu Paper, Cardstock",Supplies,Menu/Marketing,ream of 500,3,19.97,59.91,0.0,59.91
PO-00206,5,NAB-017,Herbal Chamomile Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,3,15.87,47.61,0.0,47.61
PO-00206,6,PRD-005,"Garlic, Fresh",Produce & Meat,Produce,10 lb case,2,37.34,74.68,0.0,74.68
PO-00207,1,LIQ-001,Canola Oil,Liquids/Pastes/Sauces,Oil,35 lb jug,9,42.0,378.0,0.0,378.0
PO-00207,2,NAB-012,"Espresso Beans, Dark Roast",Non-Alcoholic Beverage,Coffee,5 lb bag,4,42.7,170.8,0.0,170.8
PO-00207,3,LIQ-022,Diced Tomatoes,Liquids/Pastes/Sauces,Canned Tomato,#10 can,3,8.36,25.08,0.0,25.08
PO-00208,1,LIQ-004,Sesame Oil,Liquids/Pastes/Sauces,Oil,1 gal jug,8,29.09,232.72,14.99,217.73
PO-00208,2,DRY-029,Sesame Seeds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,3,21.4,64.2,0.0,64.2
PO-00208,3,FRZ-012,"Cheesecake, Uncut",Frozen/Refrigerated Goods,Frozen Dessert,10 inch,9,18.76,168.84,12.44,156.4
PO-00208,4,PRD-027,Ribeye Steak,Produce & Meat,Meat,case,10,19.82,198.2,0.0,198.2
PO-00209,1,PRD-016,Jalapeños,Produce & Meat,Produce,10 lb case,4,17.69,70.76,3.9,66.86
PO-00209,2,DRY-023,"Cinnamon, Ground",Dry Goods & Spices,Spice,1 lb bag,7,8.89,62.23,4.71,57.52
PO-00209,3,SUP-007,"Plastic Cutlery, Forks",Supplies,Disposable,box of 1000,7,18.92,132.44,0.0,132.44
PO-00209,4,ALC-020,"Rum, Spiced",Alcoholic Beverage,Spirits,1L bottle,4,20.6,82.4,0.0,82.4
PO-00210,1,ALC-001,Domestic Draft Lager Keg,Alcoholic Beverage,Beer,1/2 barrel keg,4,116.82,467.28,0.0,467.28
PO-00210,2,FRZ-025,Frozen Salmon Fillets,Frozen/Refrigerated Goods,Frozen Protein,10 lb box,10,98.11,981.1,0.0,981.1
PO-00210,3,FRZ-007,"Hash Browns, Shredded",Frozen/Refrigerated Goods,Frozen Potato,20 lb case,9,27.85,250.65,0.0,250.65
PO-00210,4,ALC-023,Triple Sec,Alcoholic Beverage,Liqueur,1L bottle,9,14.95,134.55,0.0,134.55
PO-00211,1,FRZ-015,Shredded Mozzarella,Frozen/Refrigerated Goods,Dairy,5 lb bag,7,19.49,136.43,0.0,136.43
PO-00211,2,SUP-010,"Dish Soap, Concentrate",Supplies,Cleaning,1 gal jug,8,24.42,195.36,0.0,195.36
PO-00211,3,SUP-024,Container Lids,Supplies,Storage,case of 100,7,24.81,173.67,0.0,173.67
PO-00211,4,LIQ-002,"Olive Oil, Extra Virgin",Liquids/Pastes/Sauces,Oil,3 L tin,2,26.17,52.34,0.0,52.34
PO-00211,5,ALC-008,Pinot Noir,Alcoholic Beverage,Wine,case of 12,9,127.56,1148.04,0.0,1148.04
PO-00211,6,SUP-029,Aluminum Steam Table Pans,Supplies,Small Wares,case of 50,7,56.98,398.86,0.0,398.86
PO-00212,1,PRD-011,"Potatoes, Russet",Produce & Meat,Produce,50 lb bag,1,32.95,32.95,0.0,32.95
PO-00212,2,DRY-017,"Cumin, Ground",Dry Goods & Spices,Spice,1 lb bag,3,13.14,39.42,0.0,39.42
PO-00212,3,DRY-008,"Penne, Dry",Dry Goods & Spices,Pasta,20 lb case,6,18.26,109.56,0.0,109.56
PO-00212,4,PRD-013,Celery,Produce & Meat,Produce,case of 30,1,30.56,30.56,0.0,30.56
PO-00212,5,FRZ-010,Vanilla Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,6,25.0,150.0,0.0,150.0
PO-00212,6,FRZ-026,Mozzarella Sticks,Frozen/Refrigerated Goods,Frozen Appetizer,case of 240,5,56.46,282.3,0.0,282.3
PO-00213,1,PRD-030,"Shrimp, Fresh 16/20",Produce & Meat,Seafood,case,6,11.37,68.22,0.0,68.22
PO-00213,2,LIQ-008,Soy Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,6,12.11,72.66,0.0,72.66
PO-00213,3,NAB-019,Gatorade Fruit Punch,Non-Alcoholic Beverage,Energy/Sports,case of 24,2,21.94,43.88,0.0,43.88
PO-00214,1,SUP-016,"Toilet Paper, Roll",Supplies,Paper Goods,case of 48,5,42.31,211.55,0.0,211.55
PO-00214,2,LIQ-012,Buffalo Wing Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,1,21.24,21.24,0.86,20.38
PO-00214,3,SUP-015,"Paper Towels, Roll",Supplies,Paper Goods,case of 12,9,41.27,371.43,0.0,371.43
PO-00214,4,DRY-002,Bread Flour,Dry Goods & Spices,Flour,50 lb bag,9,24.5,220.5,0.0,220.5
PO-00214,5,DRY-011,Granulated Sugar,Dry Goods & Spices,Sugar,50 lb bag,5,25.2,126.0,0.0,126.0
PO-00214,6,DRY-030,Sliced Almonds,Dry Goods & Spices,Nuts/Seeds,5 lb bag,2,29.34,58.68,0.0,58.68
PO-00215,1,DRY-007,"Spaghetti, Dry",Dry Goods & Spices,Pasta,20 lb case,8,21.24,169.92,0.0,169.92
PO-00215,2,FRZ-018,Cream Cheese,Frozen/Refrigerated Goods,Dairy,3 lb block,1,11.85,11.85,0.0,11.85
PO-00215,3,ALC-002,Craft IPA Keg,Alcoholic Beverage,Beer,1/6 barrel keg,9,117.19,1054.71,0.0,1054.71
PO-00216,1,LIQ-020,"Curry Paste, Red",Liquids/Pastes/Sauces,Paste,14 oz can,8,6.44,51.52,0.0,51.52
PO-00216,2,ALC-026,"Stout, Bottled",Alcoholic Beverage,Beer,case of 24,9,44.82,403.38,0.0,403.38
PO-00216,3,DRY-008,"Penne, Dry",Dry Goods & Spices,Pasta,20 lb case,3,18.07,54.21,0.0,54.21
PO-00216,4,FRZ-023,"Frozen Shrimp, 21/25",Frozen/Refrigerated Goods,Frozen Protein,5 lb bag,5,62.06,310.3,0.0,310.3
PO-00216,5,SUP-025,"Deli Cups w/ Lids, 8oz",Supplies,Storage,case of 500,5,36.72,183.6,0.0,183.6
PO-00216,6,SUP-027,Hand Sanitizer,Supplies,Chemical,1 gal jug,6,19.26,115.56,0.0,115.56
PO-00216,7,PRD-014,"Mushrooms, White Button",Produce & Meat,Produce,10 lb case,10,35.05,350.5,0.0,350.5
PO-00217,1,NAB-025,Grapefruit Juice,Non-Alcoholic Beverage,Juice,46 oz can,6,5.66,33.96,0.0,33.96
PO-00217,2,LIQ-029,Sriracha,Liquids/Pastes/Sauces,Sauce,1 gal jug,1,23.53,23.53,0.0,23.53
PO-00217,3,DRY-005,Jasmine Rice,Dry Goods & Spices,Grain,50 lb bag,3,35.56,106.68,0.0,106.68
PO-00218,1,PRD-025,"Bacon, Sliced",Produce & Meat,Meat,15 lb case,9,73.36,660.24,0.0,660.24
PO-00218,2,DRY-004,"White Rice, Long Grain",Dry Goods & Spices,Grain,50 lb bag,5,34.88,174.4,0.0,174.4
PO-00218,3,FRZ-010,Vanilla Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,10,25.57,255.7,0.0,255.7
PO-00218,4,DRY-019,Garlic Powder,Dry Goods & Spices,Spice,1 lb bag,8,8.68,69.44,0.0,69.44
PO-00218,5,SUP-016,"Toilet Paper, Roll",Supplies,Paper Goods,case of 48,8,41.28,330.24,0.0,330.24
PO-00218,6,NAB-003,Sprite Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,9,66.06,594.54,12.78,581.76
PO-00219,1,LIQ-015,Caesar Dressing,Liquids/Pastes/Sauces,Sauce,1 gal jug,9,18.26,164.34,0.0,164.34
PO-00219,2,ALC-013,"Vodka, Premium",Alcoholic Beverage,Spirits,1L bottle,2,33.67,67.34,0.0,67.34
PO-00219,3,LIQ-005,White Vinegar,Liquids/Pastes/Sauces,Vinegar,1 gal jug,8,7.23,57.84,0.0,57.84
PO-00219,4,FRZ-010,Vanilla Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,1,26.39,26.39,0.0,26.39
PO-00219,5,ALC-027,Non-Alcoholic Beer,Alcoholic Beverage,Beer,case of 24,3,34.71,104.13,0.0,104.13
PO-00219,6,DRY-006,Quinoa,Dry Goods & Spices,Grain,10 lb bag,7,29.31,205.17,0.0,205.17
PO-00219,7,PRD-018,"Spinach, Fresh",Produce & Meat,Produce,4 lb case,6,18.94,113.64,0.0,113.64
PO-00220,1,SUP-016,"Toilet Paper, Roll",Supplies,Paper Goods,case of 48,3,43.36,130.08,0.0,130.08
PO-00220,2,FRZ-011,Chocolate Ice Cream,Frozen/Refrigerated Goods,Frozen Dessert,3 gal tub,9,28.36,255.24,0.0,255.24
PO-00220,3,ALC-012,"Vodka, Well",Alcoholic Beverage,Spirits,1.75L bottle,10,23.92,239.2,0.0,239.2
PO-00220,4,LIQ-012,Buffalo Wing Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,7,20.52,143.64,0.0,143.64
PO-00221,1,ALC-015,"Tequila, Blanco Premium",Alcoholic Beverage,Spirits,1L bottle,5,34.56,172.8,0.0,172.8
PO-00221,2,ALC-002,Craft IPA Keg,Alcoholic Beverage,Beer,1/6 barrel keg,9,109.74,987.66,0.0,987.66
PO-00221,3,NAB-026,Tomato Juice,Non-Alcoholic Beverage,Juice,46 oz can,1,4.51,4.51,0.0,4.51
PO-00221,4,SUP-004,"Paper Bags, Kraft",Supplies,To-Go,case of 500,8,31.95,255.6,15.32,240.28
PO-00221,5,DRY-022,"Oregano, Dried",Dry Goods & Spices,Spice,1 lb bag,3,12.97,38.91,0.0,38.91
PO-00221,6,ALC-026,"Stout, Bottled",Alcoholic Beverage,Beer,case of 24,4,44.78,179.12,11.8,167.32
PO-00221,7,FRZ-028,"Yogurt, Plain",Frozen/Refrigerated Goods,Dairy,5 lb tub,2,14.14,28.28,0.0,28.28
PO-00222,1,SUP-012,Sanitizer Solution,Supplies,Cleaning,1 gal jug,3,18.7,56.1,0.0,56.1
PO-00222,2,NAB-005,Still Water 16.9oz,Non-Alcoholic Beverage,Bottled Water,case of 24,6,6.56,39.36,0.0,39.36
PO-00222,3,DRY-021,Cayenne Pepper,Dry Goods & Spices,Spice,1 lb bag,6,9.87,59.22,2.22,57.0
PO-00222,4,ALC-023,Triple Sec,Alcoholic Beverage,Liqueur,1L bottle,2,15.81,31.62,0.0,31.62
PO-00222,5,NAB-015,Black Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,3,15.72,47.16,0.0,47.16
PO-00222,6,ALC-019,"Rum, White",Alcoholic Beverage,Spirits,1.75L bottle,3,20.12,60.36,0.0,60.36
PO-00222,7,DRY-027,Panko Bread Crumbs,Dry Goods & Spices,Breading,25 lb case,5,35.05,175.25,0.0,175.25
PO-00222,8,DRY-004,"White Rice, Long Grain",Dry Goods & Spices,Grain,50 lb bag,6,36.18,217.08,11.9,205.18
PO-00223,1,FRZ-018,Cream Cheese,Frozen/Refrigerated Goods,Dairy,3 lb block,4,11.87,47.48,0.0,47.48
PO-00223,2,ALC-001,Domestic Draft Lager Keg,Alcoholic Beverage,Beer,1/2 barrel keg,9,114.53,1030.77,0.0,1030.77
PO-00223,3,NAB-022,"Almond Milk, Unsweetened",Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,2,4.36,8.72,0.0,8.72
PO-00223,4,ALC-025,Amaretto,Alcoholic Beverage,Liqueur,750ml bottle,2,22.42,44.84,0.0,44.84
PO-00223,5,NAB-030,Powerade Blue,Non-Alcoholic Beverage,Energy/Sports,case of 24,8,18.33,146.64,0.0,146.64
PO-00223,6,LIQ-014,Ranch Dressing,Liquids/Pastes/Sauces,Sauce,1 gal jug,3,20.5,61.5,0.0,61.5
PO-00224,1,SUP-007,"Plastic Cutlery, Forks",Supplies,Disposable,box of 1000,4,18.64,74.56,1.84,72.72
PO-00224,2,PRD-021,"Ground Beef, 80/20",Produce & Meat,Meat,case,2,5.19,10.38,0.69,9.69
PO-00224,3,NAB-016,Green Tea Bags,Non-Alcoholic Beverage,Tea,box of 100,1,15.62,15.62,0.0,15.62
PO-00224,4,ALC-008,Pinot Noir,Alcoholic Beverage,Wine,case of 12,9,124.84,1123.56,0.0,1123.56
PO-00225,1,DRY-002,Bread Flour,Dry Goods & Spices,Flour,50 lb bag,5,23.7,118.5,0.0,118.5
PO-00225,2,PRD-006,"Bell Peppers, Green",Produce & Meat,Produce,25 lb case,3,38.74,116.22,0.0,116.22
PO-00225,3,SUP-030,"Menu Paper, Cardstock",Supplies,Menu/Marketing,ream of 500,10,20.72,207.2,0.0,207.2
PO-00225,4,ALC-029,Mezcal,Alcoholic Beverage,Spirits,750ml bottle,2,42.04,84.08,0.0,84.08
PO-00225,5,FRZ-023,"Frozen Shrimp, 21/25",Frozen/Refrigerated Goods,Frozen Protein,5 lb bag,9,64.95,584.55,0.0,584.55
PO-00225,6,NAB-007,Orange Juice Concentrate,Non-Alcoholic Beverage,Juice,gallon,5,11.36,56.8,0.0,56.8
PO-00225,7,NAB-027,Sparkling Lemon Water 12oz,Non-Alcoholic Beverage,Bottled Water,case of 24,1,17.03,17.03,0.0,17.03
PO-00226,1,LIQ-012,Buffalo Wing Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,9,21.24,191.16,0.0,191.16
PO-00226,2,ALC-025,Amaretto,Alcoholic Beverage,Liqueur,750ml bottle,6,20.69,124.14,3.3,120.84
PO-00226,3,FRZ-013,Frozen Mixed Berries,Frozen/Refrigerated Goods,Frozen Fruit,10 lb bag,6,33.09,198.54,0.0,198.54
PO-00226,4,PRD-017,Cucumbers,Produce & Meat,Produce,case of 24,1,20.41,20.41,1.01,19.4
PO-00226,5,NAB-023,Root Beer Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,8,57.6,460.8,0.0,460.8
PO-00226,6,SUP-016,"Toilet Paper, Roll",Supplies,Paper Goods,case of 48,8,42.13,337.04,0.0,337.04
PO-00226,7,FRZ-001,Frozen Peas,Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,7,24.82,173.74,0.0,173.74
PO-00226,8,FRZ-004,"Frozen Spinach, Chopped",Frozen/Refrigerated Goods,Frozen Vegetable,20 lb case,8,25.17,201.36,0.0,201.36
PO-00227,1,PRD-029,"Salmon Fillet, Fresh",Produce & Meat,Seafood,case,2,13.6,27.2,0.0,27.2
PO-00227,2,SUP-026,Hand Soap,Supplies,Chemical,1 gal jug,3,16.88,50.64,3.98,46.66
PO-00227,3,NAB-023,Root Beer Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,10,57.33,573.3,0.0,573.3
PO-00227,4,ALC-002,Craft IPA Keg,Alcoholic Beverage,Beer,1/6 barrel keg,4,110.86,443.44,0.0,443.44
PO-00227,5,ALC-006,"Cabernet Sauvignon, House Red",Alcoholic Beverage,Wine,case of 12,5,83.98,419.9,0.0,419.9
PO-00227,6,LIQ-015,Caesar Dressing,Liquids/Pastes/Sauces,Sauce,1 gal jug,10,19.69,196.9,0.0,196.9
PO-00227,7,SUP-001,"To-Go Containers, 32oz",Supplies,To-Go,case of 150,7,37.46,262.22,0.0,262.22
PO-00228,1,LIQ-010,Worcestershire Sauce,Liquids/Pastes/Sauces,Sauce,1 gal jug,2,18.0,36.0,0.0,36.0
PO-00228,2,DRY-009,"Black Beans, Dry",Dry Goods & Spices,Legume,25 lb bag,3,21.42,64.26,0.0,64.26
PO-00228,3,PRD-019,"Basil, Fresh",Produce & Meat,Produce,case of 12 bunches,3,24.28,72.84,0.0,72.84
PO-00228,4,NAB-030,Powerade Blue,Non-Alcoholic Beverage,Energy/Sports,case of 24,2,17.81,35.62,0.0,35.62
PO-00228,5,NAB-001,Coca-Cola Syrup BIB,Non-Alcoholic Beverage,Soda,5 gal bag-in-box,8,67.93,543.44,0.0,543.44
PO-00228,6,NAB-022,"Almond Milk, Unsweetened",Non-Alcoholic Beverage,Milk/Dairy Bev,32 oz carton,8,4.14,33.12,0.0,33.12
PO-00229,1,ALC-021,"Whiskey, Rye",Alcoholic Beverage,Spirits,750ml bottle,1,37.52,37.52,2.0,35.52
PO-00229,2,FRZ-016,Shredded Cheddar,Frozen/Refrigerated Goods,Dairy,5 lb bag,5,19.01,95.05,0.0,95.05
